Time,Temperature,Temperature_0,Temperature_1,Temperature_2,heat C,heat B,heat A
1/15/2021 13:20:14.425,22.737019,22.292563,22.740332,22.774176,22.808702,22.808702,22.839941
1/15/2021 13:20:14.925,22.754969,22.296077,22.76491,22.76491,22.80208,22.79569,22.855091
1/15/2021 13:20:15.425,22.743834,22.28447,22.747148,22.796138,22.822636,22.795893,22.858134
1/15/2021 13:20:15.925,22.739116,22.568779,22.77225,22.78361,22.815365,22.800219,22.843763
1/15/2021 13:20:16.425,22.748573,22.583678,22.77224,22.780523,22.823812,22.802986,22.861203
1/15/2021 13:20:16.925,22.744015,22.610235,22.746855,22.789455,22.814076,22.788043,22.838688
1/15/2021 13:20:17.425,22.732494,22.627586,22.741251,22.783142,22.819512,22.791113,22.85075
1/15/2021 13:20:17.925,22.733369,22.607399,22.759403,22.762953,22.838136,22.766664,22.835532
1/15/2021 13:20:18.425,22.731489,22.617825,22.747346,22.76202,22.820553,22.784344,22.832623
1/15/2021 13:20:18.925,22.753353,22.618625,22.736312,22.770156,22.827258,22.794125,22.849976
1/15/2021 13:20:19.425,22.726848,22.62194,22.737025,22.773235,22.814882,22.765656,22.834524
1/15/2021 13:20:19.925,22.722827,22.608454,22.730164,22.784361,22.815446,22.79036,22.841952
1/15/2021 13:20:20.425,22.741364,22.599774,22.743257,22.775681,22.813695,22.776066,22.85369
1/15/2021 13:20:20.925,22.740805,22.628796,22.750745,22.770152,22.805875,22.769903,22.837587
1/15/2021 13:20:21.425,22.725922,22.606816,22.736572,22.750062,22.813042,22.784169,22.834341
1/15/2021 13:20:21.925,22.724055,22.612048,22.738255,22.755296,22.792096,22.768667,22.835168
1/15/2021 13:20:22.425,22.709844,22.603992,22.716944,22.745345,22.807681,22.775495,22.832767
1/15/2021 13:20:22.925,22.728594,22.918686,22.73025,22.757941,22.787621,22.780521,22.828799
1/15/2021 13:20:23.425,22.74165,22.900267,22.739047,22.762004,22.810854,22.771331,22.82103
1/15/2021 13:20:23.925,22.719729,22.928991,22.744817,22.756177,22.812865,22.779732,22.832271
1/15/2021 13:20:24.425,22.718996,22.917136,22.721836,22.778638,22.825077,22.788158,22.836909
1/15/2021 13:20:24.925,22.711462,22.895877,22.723769,22.7685,22.816535,22.783875,22.84162
1/15/2021 13:20:25.425,22.735842,22.907712,22.698446,22.769922,22.812406,22.801046,22.820452
1/15/2021 13:20:25.925,22.734188,22.864711,22.741052,22.764955,22.820083,22.765177,22.827656
1/15/2021 13:20:26.425,22.718482,22.854214,22.731499,22.7599,22.808775,22.787476,22.838121
1/15/2021 13:20:26.925,22.719854,22.784243,22.731688,22.759142,22.820963,22.786883,22.819543
1/15/2021 13:20:27.425,22.715074,22.819929,22.721938,22.776846,22.810142,22.758312,22.828365
1/15/2021 13:20:27.925,22.711489,22.805223,22.72001,22.773024,22.819924,22.762178,22.812351
1/15/2021 13:20:28.425,22.720683,22.817965,22.756184,22.781981,22.801745,22.787072,22.810265
1/15/2021 13:20:28.925,22.736184,22.805066,22.729794,22.775235,22.812237,22.765378,22.82265
1/15/2021 13:20:29.425,22.710363,22.805753,22.723854,22.763142,22.817162,22.76628,22.812192
1/15/2021 13:20:29.925,22.701035,22.809442,22.730856,22.759494,22.806493,22.774307,22.829212
1/15/2021 13:20:30.425,22.713034,22.799905,22.725105,22.753742,22.820261,22.772929,22.811978
1/15/2021 13:20:30.925,22.730974,22.817369,22.718904,22.748488,22.808245,22.773219,22.830491
1/15/2021 13:20:31.425,22.717686,22.804082,22.744904,22.734253,22.811638,22.775665,22.83767
1/15/2021 13:20:31.925,22.698778,22.801506,22.728126,22.75274,22.820871,22.769752,22.843827
1/15/2021 13:20:32.425,22.692677,22.786177,22.713979,22.742617,22.793301,22.781704,22.81673
1/15/2021 13:20:32.925,22.721044,22.798921,22.726251,22.757492,22.814094,22.767234,22.821667
1/15/2021 13:20:33.425,22.70651,22.798114,22.718817,22.767572,22.800734,22.772808,22.819194
1/15/2021 13:20:33.925,22.693583,22.784243,22.705653,22.754645,22.804065,22.780872,22.829624
1/15/2021 13:20:34.425,22.698743,22.788692,22.721937,22.746788,22.801453,22.79388,22.829379
1/15/2021 13:20:34.925,22.702157,22.816953,22.713991,22.756593,22.803825,22.748919,22.826071
1/15/2021 13:20:35.425,22.711354,22.802011,22.71017,22.741648,22.801253,22.77238,22.80646
1/15/2021 13:20:35.925,22.710522,22.800942,22.713362,22.742473,22.810911,22.778724,22.815407
1/15/2021 13:20:36.425,22.716267,22.777106,22.715084,22.764548,22.814801,22.768415,22.821191
1/15/2021 13:20:36.925,22.697534,22.792453,22.716469,22.752443,22.79834,22.76923,22.809699
1/15/2021 13:20:37.425,22.713681,22.793452,22.717468,22.735929,22.793014,22.766271,22.794434
1/15/2021 13:20:37.925,22.701476,22.817219,22.71899,22.737214,22.789929,22.771469,22.808389
1/15/2021 13:20:38.425,22.731325,22.817246,22.720438,22.789546,22.810139,22.762333,22.829545
1/15/2021 13:20:38.925,22.698494,22.815894,22.737782,22.760503,22.801572,22.762049,22.828551
1/15/2021 13:20:39.425,22.717554,22.814599,22.744535,22.747612,22.802824,22.781051,22.818444
1/15/2021 13:20:39.925,22.726253,22.804602,22.731696,22.781634,22.812293,22.768274,22.790994
1/15/2021 13:20:40.425,22.709938,22.795389,22.741653,22.76816,22.777201,22.739334,22.795187
1/15/2021 13:20:40.925,22.696997,22.809664,22.738179,22.755693,22.79148,22.756927,22.824139
1/15/2021 13:20:41.425,22.721914,22.800738,22.725701,22.753629,22.784086,22.763733,22.803966
1/15/2021 13:20:41.925,22.721245,22.809297,22.725268,22.739469,22.780778,22.784328,22.827164
1/15/2021 13:20:42.425,22.722979,22.810085,22.736706,22.75422,22.793935,22.752045,22.814288
1/15/2021 13:20:42.925,22.717837,22.815119,22.731328,22.757835,22.791213,22.766363,22.832629
1/15/2021 13:20:43.425,22.705022,22.809406,22.715673,22.756144,22.80563,22.762084,22.796874
1/15/2021 13:20:43.925,22.737861,22.817628,22.736204,22.740938,22.799542,22.748895,22.820841
1/15/2021 13:20:44.425,22.699261,22.817844,22.74636,22.74849,22.796321,22.753721,22.81904
1/15/2021 13:20:44.925,22.7139,22.820175,22.742538,22.741828,22.799568,22.760045,22.811401
1/15/2021 13:20:45.425,22.71272,22.804324,22.727868,22.734495,22.790952,22.769652,22.810358
1/15/2021 13:20:45.925,22.707491,22.803592,22.730685,22.769973,22.766955,22.743998,22.818548
1/15/2021 13:20:46.425,22.708553,22.798027,22.721807,22.752574,22.784135,22.754789,22.808275
1/15/2021 13:20:46.925,22.710175,22.78971,22.721299,22.75538,22.801255,22.766465,22.823028
1/15/2021 13:20:47.425,22.709368,22.803812,22.716942,22.751023,22.800886,22.77296,22.809879
1/15/2021 13:20:47.925,22.714318,22.81586,22.718105,22.743429,22.796097,22.749237,22.808877
1/15/2021 13:20:48.425,22.710634,22.800581,22.719154,22.741165,22.78981,22.760937,22.80969
1/15/2021 13:20:48.925,22.690768,22.812192,22.713016,22.716803,22.810992,22.767446,22.803892
1/15/2021 13:20:49.425,22.716769,22.804112,22.713456,22.74943,22.776095,22.754085,22.811121
1/15/2021 13:20:49.925,22.700092,22.790515,22.697962,22.723287,22.808349,22.748709,22.833434
1/15/2021 13:20:50.425,22.700231,22.782844,22.724373,22.754667,22.780116,22.743196,22.786743
1/15/2021 13:20:50.925,22.701455,22.793297,22.727727,22.747607,22.7971,22.754026,22.806566
1/15/2021 13:20:51.425,22.698931,22.78036,22.727569,22.725439,22.816948,22.765118,22.797068
1/15/2021 13:20:51.925,22.702845,22.775045,22.709709,22.748524,22.786398,22.763205,22.806278
1/15/2021 13:20:52.425,22.687763,22.78434,22.723975,22.741962,22.791719,22.763082,22.813965
1/15/2021 13:20:52.925,22.714037,22.785762,22.686345,22.747882,22.798453,22.7497,22.8065
1/15/2021 13:20:53.425,22.705857,22.794858,22.6971,22.745619,22.793225,22.748258,22.789438
1/15/2021 13:20:53.925,22.705999,22.789084,22.712152,22.739843,22.799059,22.760482,22.810892
1/15/2021 13:20:54.425,22.70245,22.797132,22.715941,22.740792,22.772583,22.736136,22.79767
1/15/2021 13:20:54.925,22.709666,22.808369,22.707299,22.748244,22.801611,22.748597,22.801137
1/15/2021 13:20:55.425,22.695243,22.800102,22.686249,22.737609,22.807671,22.747084,22.801517
1/15/2021 13:20:55.925,22.705637,22.781386,22.676998,22.724571,22.788045,22.765325,22.801771
1/15/2021 13:20:56.425,22.696908,22.771239,22.708269,22.740457,22.805925,22.733505,22.786046
1/15/2021 13:20:56.925,22.702864,22.776721,22.715171,22.741679,22.784493,22.738105,22.805082
1/15/2021 13:20:57.425,22.719746,22.777272,22.702232,22.72093,22.78345,22.731856,22.804749
1/15/2021 13:20:57.925,22.709524,22.768707,22.701003,22.725381,22.772569,22.751742,22.799076
1/15/2021 13:20:58.425,22.693407,22.802052,22.718968,22.743109,22.777333,22.737336,22.787273
1/15/2021 13:20:58.925,22.703599,22.785265,22.698865,22.721587,22.795149,22.754916,22.78521
1/15/2021 13:20:59.425,22.697836,22.794411,22.699492,22.745171,22.793933,22.744707,22.80766
1/15/2021 13:20:59.925,22.694987,22.773577,22.701377,22.732855,22.785642,22.757716,22.810255
1/15/2021 13:21:00.425,22.695737,22.766754,22.702364,22.732422,22.794094,22.728773,22.782261
1/15/2021 13:21:00.925,22.705831,22.768091,22.703937,22.724055,22.783037,22.751797,22.801497
1/15/2021 13:21:01.425,22.695818,22.775355,22.692977,22.73842,22.811171,22.743957,22.796024
1/15/2021 13:21:01.925,22.708017,22.777613,22.699733,22.726478,22.783272,22.743512,22.786112
1/15/2021 13:21:02.425,22.706925,22.781255,22.695091,22.74006,22.784559,22.755686,22.790239
1/15/2021 13:21:02.925,22.691182,22.770956,22.690472,22.710827,22.782211,22.763278,22.793571
1/15/2021 13:21:03.425,22.699682,22.777088,22.695658,22.708439,22.788507,22.74212,22.788033
1/15/2021 13:21:03.925,22.689968,22.771636,22.702276,22.72689,22.801654,22.746748,22.793608
1/15/2021 13:21:04.425,22.679121,22.779959,22.707759,22.706103,22.784593,22.75572,22.799266
1/15/2021 13:21:04.925,22.689676,22.7801,22.69441,22.732042,22.784472,22.742819,22.794176
1/15/2021 13:21:05.425,22.68791,22.776204,22.714655,22.731932,22.778413,22.751197,22.776757
1/15/2021 13:21:05.925,22.689059,22.777116,22.695686,22.724798,22.789218,22.751351,22.794425
1/15/2021 13:21:06.425,22.691591,22.784854,22.699401,22.723779,22.76476,22.751506,22.795526
1/15/2021 13:21:06.925,22.687446,22.784496,22.706854,22.732652,22.807786,22.748146,22.794533
1/15/2021 13:21:07.425,22.703096,22.789258,22.702622,22.744751,22.793353,22.735842,22.79359
1/15/2021 13:21:07.925,22.673388,22.78038,22.693743,22.721908,22.774663,22.753836,22.773243
1/15/2021 13:21:08.425,22.691255,22.76961,22.70877,22.723207,22.782712,22.763779,22.792416
1/15/2021 13:21:08.925,22.697836,22.765067,22.70541,22.72174,22.788,22.735932,22.798413
1/15/2021 13:21:09.425,22.714258,22.779593,22.701713,22.729878,22.758959,22.765586,22.783573
1/15/2021 13:21:09.925,22.699487,22.78352,22.711084,22.714871,22.793018,22.766511,22.807691
1/15/2021 13:21:10.425,22.704111,22.780097,22.683756,22.711922,22.787394,22.73722,22.78834
1/15/2021 13:21:10.925,22.680086,22.786367,22.696181,22.716062,22.786824,22.721977,22.778778
1/15/2021 13:21:11.425,22.707694,22.772557,22.704381,22.733019,22.797566,22.757806,22.790939
1/15/2021 13:21:11.925,22.692824,22.766208,22.708681,22.713651,22.777494,22.735367,22.785068
1/15/2021 13:21:12.425,22.694147,22.7938,22.682077,22.706692,22.77902,22.742099,22.801266
1/15/2021 13:21:12.925,22.717956,22.780688,22.690974,22.725766,22.775734,22.747334,22.801294
1/15/2021 13:21:13.425,22.689309,22.782573,22.679605,22.70138,22.778779,22.755112,22.811438
1/15/2021 13:21:13.925,22.680604,22.778365,22.690781,22.709242,22.795101,22.757234,22.779008
1/15/2021 13:21:14.425,22.681205,22.796478,22.685229,22.736588,22.802554,22.744807,22.766107
1/15/2021 13:21:14.925,22.6912,22.786593,22.670135,22.702797,22.799272,22.741052,22.770872
1/15/2021 13:21:15.425,22.677488,22.777616,22.684825,22.697132,22.791578,22.730517,22.781165
1/15/2021 13:21:15.925,22.664785,22.778404,22.68372,22.715909,22.80227,22.740263,22.80369
1/15/2021 13:21:16.425,22.677506,22.772902,22.694074,22.708985,22.790267,22.7595,22.77512
1/15/2021 13:21:16.925,22.68891,22.754485,22.677312,22.726305,22.766335,22.760181,22.800414
1/15/2021 13:21:17.425,22.684951,22.773719,22.681638,22.698916,22.785073,22.756673,22.77182
1/15/2021 13:21:17.925,22.658545,22.773585,22.68103,22.693811,22.790704,22.73911,22.781711
1/15/2021 13:21:18.425,22.682192,22.760548,22.667517,22.705387,22.785603,22.754363,22.792703
1/15/2021 13:21:18.925,22.680963,22.764525,22.654454,22.700134,22.782247,22.751953,22.797393
1/15/2021 13:21:19.425,22.669055,22.767055,22.675683,22.708582,22.78569,22.733623,22.780247
1/15/2021 13:21:19.925,22.676559,22.759412,22.669459,22.702358,22.793666,22.749646,22.793666
1/15/2021 13:21:20.425,22.659521,22.747583,22.665201,22.703308,22.785202,22.735975,22.788042
1/15/2021 13:21:20.925,22.66944,22.761287,22.649085,22.708967,22.797335,22.774142,22.787869
1/15/2021 13:21:21.425,22.661646,22.756334,22.647918,22.699516,22.793428,22.740888,22.773075
1/15/2021 13:21:21.925,22.700067,22.742686,22.640658,22.688233,22.830205,22.747847,22.775774
1/15/2021 13:21:22.425,22.671045,22.747509,22.679092,22.680749,22.810655,22.756222,22.795035
1/15/2021 13:21:22.925,22.674463,22.769386,22.642983,22.678487,22.80483,22.75939,22.806723
1/15/2021 13:21:23.425,22.680033,22.765016,22.658258,22.692814,22.792527,22.752767,22.80436
1/15/2021 13:21:23.925,22.676961,22.751294,22.654002,22.694476,22.815278,22.769838,22.817171
1/15/2021 13:21:24.425,22.67365,22.762183,22.655188,22.693058,22.808605,22.786359,22.812392
1/15/2021 13:21:24.925,22.675336,22.764342,22.653797,22.676756,22.786684,22.755444,22.80183
1/15/2021 13:21:25.425,22.658621,22.744553,22.658384,22.695307,22.810805,22.771992,22.826425
1/15/2021 13:21:25.925,22.675168,22.740982,22.66925,22.713984,22.816241,22.760862,22.815294
1/15/2021 13:21:26.425,22.666886,22.75897,22.658128,22.707596,22.801423,22.808523,22.826509
1/15/2021 13:21:26.925,22.662056,22.747751,22.670104,22.692352,22.812963,22.796397,22.837575
1/15/2021 13:21:27.425,22.664726,22.732672,22.654549,22.664726,22.832298,22.802952,22.863063
1/15/2021 13:21:27.925,22.672329,22.745716,22.675642,22.686766,22.843611,22.814266,22.875795
1/15/2021 13:21:28.425,22.676206,22.74415,22.669579,22.692537,22.861501,22.846355,22.865761
1/15/2021 13:21:28.925,22.67688,22.748137,22.67546,22.678537,22.887235,22.838013,22.890075
1/15/2021 13:21:29.425,22.686602,22.734192,22.657016,22.679502,22.88418,22.859095,22.912104
1/15/2021 13:21:29.925,22.685982,22.737359,22.663024,22.66113,22.923469,22.860996,22.911164
1/15/2021 13:21:30.425,22.690133,22.748846,22.650133,22.691317,22.911665,22.888001,22.941955
1/15/2021 13:21:30.925,22.686898,22.754367,22.667016,22.680744,22.939369,22.897248,22.951674
1/15/2021 13:21:31.425,22.682131,22.734692,22.680238,22.697516,22.952373,22.910726,22.959945
1/15/2021 13:21:31.925,22.722521,22.745495,22.668794,22.688675,22.982393,22.942166,22.984759
1/15/2021 13:21:32.425,22.691504,22.710221,22.659078,22.670913,22.95926,22.956894,23.002799
1/15/2021 13:21:32.925,22.714367,22.746808,22.66277,22.682178,22.979115,22.92753,22.992839
1/15/2021 13:21:33.425,22.718132,22.741817,22.660145,22.68405,23.017253,22.965197,23.023878
1/15/2021 13:21:33.925,22.749414,22.742804,22.664919,22.660422,23.031602,22.99469,23.034915
1/15/2021 13:21:34.425,22.770219,22.756271,22.671051,22.693299,23.030786,23.01091,23.062019
1/15/2021 13:21:34.925,22.753033,22.74169,22.675166,22.691261,23.045233,23.033403,23.091135
1/15/2021 13:21:35.425,22.753135,22.744631,22.675504,22.693019,23.076296,23.04743,23.113205
1/15/2021 13:21:35.925,22.77287,22.757029,22.68743,22.672992,23.079591,23.061609,23.149623
1/15/2021 13:21:36.425,22.794235,22.752361,22.691046,22.682288,23.115532,23.105122,23.190294
1/15/2021 13:21:36.925,22.808838,22.776429,22.649555,22.691212,23.158023,23.140516,23.218588
1/15/2021 13:21:37.425,22.819864,22.760477,22.703659,22.67431,23.178899,23.191201,23.291033
1/15/2021 13:21:37.925,22.842274,22.736266,22.678025,22.672818,23.209979,23.224173,23.361376
1/15/2021 13:21:38.425,22.889259,22.761244,22.690462,22.682178,23.245419,23.264344,23.402961
1/15/2021 13:21:38.925,22.947449,22.765954,22.69541,22.689493,23.27202,23.316493,23.439493
1/15/2021 13:21:39.425,23.016383,22.750885,22.704481,22.679392,23.300012,23.355837,23.50343
1/15/2021 13:21:39.925,23.046212,22.756344,22.727928,22.676804,23.344363,23.387887,23.52838
1/15/2021 13:21:40.425,23.076081,22.763736,22.760881,22.67615,23.357539,23.408158,23.584597
1/15/2021 13:21:40.925,23.102146,22.753126,22.792161,22.683764,23.400197,23.437096,23.610692
1/15/2021 13:21:41.425,23.143603,22.760753,22.831263,22.680267,23.430699,23.491248,23.671931
1/15/2021 13:21:41.925,23.158223,22.78082,22.915933,22.688739,23.449229,23.515927,23.697078
1/15/2021 13:21:42.425,23.193864,22.773637,22.988732,22.69197,23.478858,23.547446,23.747509
1/15/2021 13:21:42.925,23.205361,22.783244,23.032411,22.690691,23.550563,23.577051,23.769069
1/15/2021 13:21:43.425,23.234638,22.805431,23.11682,22.679982,23.538621,23.633219,23.809149
1/15/2021 13:21:43.925,23.25822,22.828784,23.153417,22.689611,23.604343,23.666775,23.870599
1/15/2021 13:21:44.425,23.283361,22.853933,23.197487,22.679263,23.612987,23.69008,23.904303
1/15/2021 13:21:44.925,23.290287,22.9044,23.214113,22.687139,23.646346,23.735259,23.931033
1/15/2021 13:21:45.425,23.322051,22.938775,23.248008,22.686968,23.650881,23.746888,23.953062
1/15/2021 13:21:45.925,23.357687,23.019612,23.293345,22.70937,23.694619,23.801972,23.986858
1/15/2021 13:21:46.425,23.391813,23.053982,23.314226,22.704701,23.723747,23.807925,24.032527
1/15/2021 13:21:46.925,23.41227,23.123653,23.349824,22.708367,23.746204,23.86159,24.067743
1/15/2021 13:21:47.425,23.433275,23.220362,23.385023,22.718261,23.788346,23.897108,24.101363
1/15/2021 13:21:47.925,23.484716,23.268261,23.414941,22.727134,23.821004,23.921725,24.130229
1/15/2021 13:21:48.425,23.519211,23.336111,23.426022,22.726861,23.836041,23.95331,24.178354
1/15/2021 13:21:48.925,23.526523,23.375118,23.455568,22.757136,23.874277,23.999107,24.202397
1/15/2021 13:21:49.425,23.555054,23.450717,23.519106,22.769357,23.899815,24.018495,24.236909
1/15/2021 13:21:49.925,23.59286,23.502478,23.517653,22.804587,23.968427,24.042185,24.281392
1/15/2021 13:21:50.425,23.615418,23.55294,23.582782,22.808464,23.964302,24.089121,24.322173
1/15/2021 13:21:50.925,23.638234,23.605552,23.588572,22.822541,24.016936,24.129458,24.351158
1/15/2021 13:21:51.425,23.68128,23.655453,23.6127,22.87461,24.05362,24.15952,24.366089
1/15/2021 13:21:51.925,23.695358,23.690812,23.65965,22.859355,24.082937,24.180797,24.423282
1/15/2021 13:21:52.425,23.725939,23.724465,23.67628,22.881913,24.109863,24.206776,24.429405
1/15/2021 13:21:52.925,23.756831,23.77096,23.701735,22.949271,24.159383,24.232183,24.452444
1/15/2021 13:21:53.425,23.798402,23.809689,23.724864,22.95727,24.182752,24.27304,24.513615
1/15/2021 13:21:53.925,23.816215,23.853034,23.755919,22.9538,24.18895,24.308072,24.551947
1/15/2021 13:21:54.425,23.858826,23.876255,23.801134,23.022236,24.251702,24.336785,24.571202
1/15/2021 13:21:54.925,23.903401,23.909952,23.829634,23.028041,24.286883,24.374799,24.60212
1/15/2021 13:21:55.425,23.923973,23.935014,23.870777,23.055491,24.309004,24.386047,24.63463
1/15/2021 13:21:55.925,23.945377,23.991875,23.87776,23.104831,24.350056,24.458762,24.666692
1/15/2021 13:21:56.425,23.976527,24.013802,23.912222,23.125831,24.352698,24.48598,24.708552
1/15/2021 13:21:56.925,24.015126,24.061852,23.948222,23.152867,24.401384,24.527571,24.745411
1/15/2021 13:21:57.425,24.029374,24.110845,23.976656,23.206162,24.440764,24.548517,24.769659
1/15/2021 13:21:57.925,24.075872,24.12141,23.995024,23.230457,24.460544,24.564514,24.802189
1/15/2021 13:21:58.425,24.099976,24.153783,24.025748,23.263568,24.499601,24.605457,24.846904
1/15/2021 13:21:58.925,24.114172,24.184286,24.052239,23.284872,24.51458,24.65871,24.864712
1/15/2021 13:21:59.425,24.160146,24.236161,24.096797,23.350041,24.573606,24.676148,24.884036
1/15/2021 13:21:59.925,24.185253,24.267882,24.118359,23.344652,24.611912,24.713977,24.949258
1/15/2021 13:22:00.425,24.217564,24.316495,24.155164,23.384558,24.618729,24.723156,24.935759
