Time,Temperature,Temperature_0,Temperature_1,Temperature_2,heat C,heat B,heat A
1/15/2021 14:04:58.734,66.729548,66.924034,65.985498,66.434834,67.889656,68.30006,68.718684
1/15/2021 14:04:59.234,66.720577,66.945794,65.97515,66.391918,67.913853,68.309581,68.743336
1/15/2021 14:04:59.734,66.690438,66.932397,65.975054,66.403749,67.904283,68.309412,68.749356
1/15/2021 14:05:00.234,66.739629,66.871966,65.939612,66.435971,67.896778,68.310391,68.733141
1/15/2021 14:05:00.734,66.67983,66.914681,65.943571,66.424333,67.928037,68.312301,68.759811
1/15/2021 14:05:01.234,66.62748,66.917144,65.974708,66.480466,67.927918,68.328231,68.749146
1/15/2021 14:05:01.734,66.702231,66.957032,65.916429,66.500863,67.941675,68.347947,68.756023
1/15/2021 14:05:02.234,66.779555,66.91533,65.869669,66.488055,67.911992,68.325374,68.759815
1/15/2021 14:05:02.734,66.748508,66.906071,65.945511,66.404025,67.926026,68.337573,68.765824
1/15/2021 14:05:03.234,66.761429,66.970361,65.97495,66.435525,67.934271,68.347193,68.769711
1/15/2021 14:05:03.734,66.740466,67.009023,66.008576,66.593915,67.92825,68.345987,68.773778
1/15/2021 14:05:04.234,66.686351,67.021187,66.049874,66.625804,67.948468,68.344652,68.782989
1/15/2021 14:05:04.734,66.749761,67.051799,66.068566,66.621787,67.949492,68.366769,68.780345
1/15/2021 14:05:05.234,66.737198,67.014011,66.062881,66.576197,67.955136,68.365534,68.80066
1/15/2021 14:05:05.734,66.70234,67.006904,66.019989,66.459459,67.961699,68.364302,68.796677
1/15/2021 14:05:06.234,66.729261,67.006533,65.96732,66.352207,67.963509,68.370239,68.795736
1/15/2021 14:05:06.734,66.726944,66.959498,65.968443,66.426037,67.96199,68.382476,68.80843
1/15/2021 14:05:07.234,66.689513,66.931014,65.972065,66.475071,67.963342,68.378784,68.800612
1/15/2021 14:05:07.734,66.682575,66.969712,65.924295,66.368821,67.954123,68.370941,68.801023
1/15/2021 14:05:08.234,66.735687,66.970763,65.915942,66.341661,67.96873,68.377752,68.795454
1/15/2021 14:05:08.734,66.737223,66.991562,65.897292,66.337004,67.968427,68.371488,68.784605
1/15/2021 14:05:09.234,66.743174,66.99155,65.892004,66.34135,67.968009,68.369236,68.785563
1/15/2021 14:05:09.734,66.778387,67.013689,65.905662,66.367392,67.962315,68.369503,68.800961
1/15/2021 14:05:10.234,66.767973,67.018182,65.928507,66.412941,67.96661,68.374714,68.806171
1/15/2021 14:05:10.734,66.750099,67.022324,65.937697,66.431762,67.985874,68.392602,68.806635
1/15/2021 14:05:11.234,66.730906,66.99373,65.95956,66.480457,67.979318,68.381461,68.826672
1/15/2021 14:05:11.734,66.742943,67.033057,65.988345,66.475753,67.988482,68.375951,68.794112
1/15/2021 14:05:12.234,66.796571,67.033019,66.048175,66.551631,67.986142,68.391035,68.820657
